name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes
,49,174866492,,,,,,,-114.5470151,35.1768958,,,
,50,174804478,,,,,,,-114.5792044,35.1078266,,,
,51,2688395589,,,,,,,-114.5793689,35.1069605,,,
,52,2688395578,,,,,,,-114.5793738,35.1063784,,,
,53,175119114,,,,,,,-114.5720652,35.1055505,,,
,54,174868672,,,,,,,-114.5718074,35.1056784,,,
,55,174871671,,,,,,,-114.5653055,35.1789908,,,
,56,174810300,,,,,,,-114.566166,35.1788677,,,
,57,174885000,,,,,,,-114.6152047,35.1050349,,,
,58,174885003,,,,,,,-114.6153067,35.1051115,,,
,59,174885011,,,,,,,-114.6164146,35.1052137,,,
,60,174885016,,,,,,,-114.6162121,35.1050337,,,
,61,174892868,,,,,,,-114.6080828,35.0902008,,,
,62,174892870,,,,,,,-114.6078042,35.0901985,,,
,63,174892872,,,,,,,-114.6076401,35.0902029,,,
,64,174892945,,,,,,,-114.6077988,35.0895556,,,
,65,174898102,turning_circle,,,,,,-114.5657979,35.0495397,,,
,66,174924053,,,,,,,-114.602486,35.039415,,,
,67,174924060,,,,,,,-114.6042903,35.04033,,,
,68,174930987,turning_circle,,,,,,-114.6354829,35.1052426,,,
,69,174930989,,,,,,,-114.6357077,35.1053541,,,
,70,174931022,turning_circle,,,,,,-114.6371397,35.1005222,,,
,71,174931025,,,,,,,-114.6374582,35.1006437,,,
,72,6992618661,,,,,,,-114.6212,35.1008667,,,
,73,174933132,,,,,,,-114.6216472,35.1010547,,,
,74,174962585,,,,,,,-114.5733934,35.1261536,,,
,75,174732756,,,,,,,-114.5724447,35.1263667,,,
,76,3222854971,,,,,,,-114.57201,35.1271848,,,
,77,174965705,,,,,,,-114.5724447,35.1274861,,,
,78,174969793,,,,,,,-114.6165517,35.1104011,,,
,79,174969796,turning_circle,,,,,,-114.6165338,35.1101133,,,
,80,174974497,turning_circle,,,,,,-114.6389965,35.099798,,,
,81,174974500,,,,,,,-114.6389803,35.0999185,,,
,82,174974529,,,,,,,-114.5900023,35.1105035,,,
,83,174974530,turning_circle,,,,,,-114.590243,35.1104078,,,
,84,174974531,,,,,,,-114.5888826,35.1111431,,,
,85,174974532,turning_circle,,,,,,-114.5885681,35.111201,,,
,86,174988223,,,,,,,-114.6328583,35.1119399,,,
,87,174988226,,,,,,,-114.6329185,35.1126223,,,
,88,175011566,,,,,,,-114.6011558,35.1185118,,,
,89,175011569,turning_circle,,,,,,-114.6013931,35.1186407,,,
,90,174983395,,,,,,,-114.5660388,35.1771435,,,
,91,175216198,,,,,,,-114.5660421,35.1780247,,,
,92,174871447,,,,,,,-114.5662899,35.1822256,,,
,93,175021116,,,,,,,-114.6061662,35.0884765,,,
,94,175021122,,,,,,,-114.6068263,35.0877411,,,
,95,175021125,,,,,,,-114.6069085,35.0873858,,,
,96,175021128,,,,,,,-114.6069242,35.0866964,,,
,97,175028102,turning_circle,,,,,,-114.6078099,35.0921674,,,
,98,175038466,,,,,,,-114.6346492,35.1046279,,,
,99,175038470,turning_circle,,,,,,-114.6343275,35.1046273,,,
,100,175039928,,,,,,,-114.6114648,35.1075651,,,
,101,175039930,,,,,,,-114.6114769,35.1064987,,,
,102,175047844,,,,,,,-114.5740931,35.1277712,,,
,103,175047846,,,,,,,-114.5740867,35.127664,,,
,104,175049732,turning_circle,,,,,,-114.5457107,35.1810506,,,
,105,175049735,,,,,,,-114.5455727,35.1808056,,,
,106,175049740,turning_circle,,,,,,-114.5454267,35.1805466,,,
,107,904635704,,,,,,,-114.5910095,35.1207757,,,
,108,175053549,,,,,,,-114.5909416,35.1211634,,,
,109,175061909,,,,,,,-114.5846931,35.0369758,,,
,110,175061910,,,,,,,-114.5846769,35.0406113,,,
,111,174832114,,,,,,,-114.5537801,35.1554531,,,
,112,175063014,,,,,,,-114.5495062,35.1559442,,,
,113,891135116,traffic_signals,,signal,,,,-114.5481942,35.1562829,,,
,114,175064930,,,,,,,-114.6430586,35.1018241,,,
,115,175064933,turning_circle,,,,,,-114.6432863,35.1022872,,,
,116,175064963,,,,,,,-114.6430832,35.1035465,,,
,117,175064966,turning_circle,,,,,,-114.6434039,35.1034197,,,
,118,175066960,turning_circle,,,,,,-114.5490879,35.1549593,,,
,119,175073169,,,,,,,-114.5444747,35.1811104,,,
,120,175073171,turning_circle,,,,,,-114.544415,35.1808161,,,
,121,175079932,,,,,,,-114.5711567,35.1428493,,,
,122,175079935,,,,,,,-114.5720897,35.1429737,,,
,123,175080603,,,,,,,-114.5838282,35.0850933,,,
,124,175080609,,,,,,,-114.5858377,35.0851045,,,
,125,175080634,,,,,,,-114.5918332,35.1103734,,,
,126,175080646,,,,,,,-114.5945022,35.1129912,,,
,127,175080652,,,,,,,-114.59416,35.114246,,,
,128,904635934,,,,,,,-114.5939195,35.1146747,,,
,129,175081505,,,,,,,-114.5469216,35.0821441,,,
,130,175081507,,,,,,,-114.5469179,35.0817093,,,
,131,175081513,,,,,,,-114.5469177,35.0812151,,,
,132,175082108,turning_circle,,,,,,-114.6186753,35.0960389,,,
,133,175082112,,,,,,,-114.617943,35.096525,,,
,134,175082919,,,,,,,-114.6244726,35.0934627,,,
,135,175082921,,,,,,,-114.6239216,35.0954232,,,
,136,175082925,,,,,,,-114.6233438,35.0967942,,,
,137,175082936,,,,,,,-114.6212586,35.0979134,,,
,138,175082975,,,,,,,-114.5533177,35.1808389,,,
,139,175082978,turning_circle,,,,,,-114.5539017,35.1808499,,,
,140,175083440,,,,,,,-114.609399,35.0816259,,,
,141,175083444,,,,,,,-114.6073342,35.082935,,,
,142,175083492,,,,,,,-114.5865352,35.0489848,,,
,143,175083512,,,,,,,-114.581529,35.0495635,,,
,144,175083517,,,,,,,-114.5797699,35.0494648,,,
,145,175083527,,,,,,,-114.5758052,35.0498301,,,
,146,175083531,,,,,,,-114.5745622,35.0496641,,,
,147,175083533,,,,,,,-114.5715266,35.0492886,,,
,148,175083535,,,,,,,-114.5695269,35.049533,,,
,149,175083538,,,,,,,-114.5675183,35.0502841,,,
,150,175083640,,,,,,,-114.6354287,35.1065971,,,
,151,175083643,turning_circle,,,,,,-114.6359764,35.1065996,,,
,152,175083652,,,,,,,-114.598997,35.1178469,,,
,153,175083656,,,,,,,-114.5993662,35.1192603,,,
,154,175083723,,,,,,,-114.5736576,35.0482326,,,
,155,175083729,turning_circle,,,,,,-114.5723084,35.0484915,,,
,156,175083736,,,,,,,-114.629276,35.0990956,,,
,157,175083739,turning_circle,,,,,,-114.62928,35.0997755,,,
,158,175083793,,,,,,,-114.5533293,35.1815659,,,
,159,175083795,,,,,,,-114.5533117,35.1801382,,,
,160,175083798,,,,,,,-114.5533007,35.1792423,,,
,161,175083801,,,,,,,-114.5533007,35.1783838,,,
,162,175083808,,,,,,,-114.5842816,35.1221431,,,
,163,175083823,,,,,,,-114.5894806,35.1215459,,,
,164,175083962,,,,,,,-114.5331667,35.18774,,,
,165,175083967,turning_circle,,,,,,-114.532825,35.1882556,,,
,166,175083983,,,,,,,-114.6295477,35.0946851,,,
,167,9387404471,,,,,,,-114.6276213,35.0946189,,,
,168,9387404473,,,,,,,-114.6265573,35.0948837,,,
,169,9387404468,,,,,,,-114.6257971,35.0958609,,,
,170,175084193,,,,,,,-114.6066114,35.0860289,,,
,171,175084199,,,,,,,-114.6095379,35.0860421,,,
,172,175084201,,,,,,,-114.6105384,35.0860569,,,
,173,175084408,,,,,,,-114.5877477,35.0707089,,,
,174,175084411,,,,,,,-114.5870159,35.0710592,,,
,175,175084420,,,,,,,-114.5877477,35.0700311,,,
,176,175084423,,,,,,,-114.5877966,35.0703766,,,
,177,175085028,turning_circle,,,,,,-114.6291941,35.0986902,,,
,178,175085124,,,,,,,-114.6299027,35.1058457,,,
,179,175085127,turning_circle,,,,,,-114.6302153,35.1059075,,,
,180,175228764,,,,,,,-114.5566808,35.1701013,,,
,181,2688397340,,,,,,,-114.5578175,35.1669338,,,
,182,175085492,,,,,,,-114.5489906,35.1083857,,,
,183,175085495,,,,,,,-114.5489764,35.105361,,,
,184,175086517,,,,,,,-114.5805221,35.0878229,,,
,185,175086527,,,,,,,-114.5965088,35.0877903,,,
,186,175086529,,,,,,,-114.5979817,35.0878804,,,
,187,175086531,,,,,,,-114.598998,35.087831,,,
,188,175086533,,,,,,,-114.6002241,35.0874087,,,
,189,175086535,,,,,,,-114.6013156,35.0868567,,,
,190,175086539,turning_circle,,,,,,-114.603119,35.086501,,,
,191,175088026,,,,,,,-114.6314748,35.0968295,,,
,192,175088029,,,,,,,-114.6327541,35.0968596,,,
,193,175088031,,,,,,,-114.6344985,35.0968495,,,
,194,175088033,,,,,,,-114.6346586,35.0969997,,,
,195,175089494,,,,,,,-114.6159178,35.1062035,,,
,196,175089497,turning_circle,,,,,,-114.6161329,35.106644,,,
,197,175090080,,,,,,,-114.6107756,35.0826923,,,
,198,175090086,,,,,,,-114.6086667,35.0839999,,,
,199,175090465,,,,,,,-114.5589971,35.0809714,,,
,200,175090470,,,,,,,-114.5589918,35.0821498,,,
,201,175090534,,,,,,,-114.596177,35.1166622,,,
,202,175090537,,,,,,,-114.5958889,35.1167735,,,
,203,175090550,,,,,,,-114.5961285,35.118042,,,
,204,175263717,,,,,,,-114.5965767,35.1187896,,,
,205,175090557,,,,,,,-114.5981001,35.1159537,,,
,206,904635927,,,,,,,-114.5969669,35.1160087,,,
,207,175090618,,,,,,,-114.5854267,35.0552175,,,
,208,175090620,,,,,,,-114.5854203,35.0547253,,,
,209,175090626,,,,,,,-114.5858187,35.0520294,,,
,210,175090640,,,,,,,-114.5854201,35.0511318,,,
,211,175090649,,,,,,,-114.5846172,35.0510245,,,
,212,175090652,,,,,,,-114.58291,35.0511722,,,
,213,175090751,,,,,,,-114.609811,35.109281,,,
,214,175090753,,,,,,,-114.6095075,35.1088358,,,
,215,175091072,,,,,,,-114.5941885,35.1075613,,,
,216,175091085,,,,,,,-114.596424,35.1085256,,,
,217,175091134,,,,,,,-114.5539811,35.1079521,,,
,218,175091137,,,,,,,-114.5582292,35.1084044,,,
,219,175091140,,,,,,,-114.5622551,35.1089758,,,
,220,175091379,,,,,,,-114.6349671,35.097572,,,
,221,175091384,,,,,,,-114.632771,35.0975575,,,
,222,175091386,,,,,,,-114.630584,35.0975719,,,
,223,175091884,,,,,,,-114.5281563,35.1432,,,
,224,175091893,,,,,,,-114.5308589,35.1426585,,,
,225,891135122,,,,,,,-114.5349137,35.1429469,,,
,226,175091911,,,,,,,-114.5360022,35.1435535,,,
,227,175091916,,,,,,,-114.5362807,35.1439508,,,
,228,891134937,,,,,,,-114.5381326,35.1452874,,,
,229,2688396854,,,,,,,-114.5388399,35.1462381,,,
,230,175091939,,,,,,,-114.5391041,35.1473141,,,
,231,175091942,,,,,,,-114.5391847,35.1479159,,,
,232,175091948,,,,,,,-114.5395755,35.1485307,,,
,233,175091956,,,,,,,-114.5416489,35.1495706,,,
,234,175091962,,,,,,,-114.5428251,35.1514088,,,
,235,175091963,,,,,,,-114.5423487,35.1520517,,,
,236,175091966,,,,,,,-114.5419765,35.1524572,,,
,237,175091978,,,,,,,-114.5745688,35.0591786,,,
,238,175091987,,,,,,,-114.573333,35.0594338,,,
,239,175091991,,,,,,,-114.572891,35.0594692,,,
,240,175091996,,,,,,,-114.5709851,35.0596905,,,
,241,175092007,,,,,,,-114.5699059,35.0605266,,,
,242,175092010,,,,,,,-114.5697199,35.0611346,,,
,243,175092012,,,,,,,-114.5696177,35.0618945,,,
,244,175092018,,,,,,,-114.5695537,35.0624008,,,
,245,175092021,,,,,,,-114.5694177,35.063221,,,
,246,175092024,,,,,,,-114.5693064,35.0640196,,,
,247,904635863,,,,,,,-114.5692164,35.0647185,,,
,248,175092027,,,,,,,-114.569178,35.0649849,,,
,249,175092042,turning_circle,,,,,,-114.5732386,35.0590483,,,
,250,175092127,,,,,,,-114.5753589,35.1271646,,,
,251,175092129,,,,,,,-114.5740954,35.1271406,,,
,252,175092182,,,,,,,-114.5743018,35.0472748,,,
,253,175092329,,,,,,,-114.5723481,35.1463208,,,
,254,1464400500,,,,,,,-114.5712493,35.1479497,,,
,255,175092409,,,,,,,-114.6279141,35.0968253,,,
,256,175092411,turning_circle,,,,,,-114.6279536,35.0970231,,,
,257,175092900,,,,,,,-114.5347206,35.1856955,,,
,258,175092906,,,,,,,-114.5322696,35.1873179,,,
,259,175092911,,,,,,,-114.5316083,35.1891665,,,
,260,175093272,,,,,,,-114.5996407,35.1079684,,,
,261,175093275,,,,,,,-114.6000469,35.1085144,,,
,262,175093281,,,,,,,-114.6005327,35.1090826,,,
,263,175093285,,,,,,,-114.6009237,35.1097147,,,
,264,175093289,,,,,,,-114.6012354,35.110446,,,
,265,175093292,,,,,,,-114.6013614,35.1111206,,,
,266,175093295,,,,,,,-114.6013756,35.1112571,,,
,267,175093298,,,,,,,-114.6013645,35.1120265,,,
,268,175093301,,,,,,,-114.6010868,35.1134247,,,
,269,175093304,,,,,,,-114.6008768,35.1141707,,,
,270,175093305,,,,,,,-114.600523,35.1152315,,,
,271,175093323,,,,,,,-114.6130212,35.1161624,,,
,272,175093325,,,,,,,-114.6174677,35.1161624,,,
,273,175093337,,,,,,,-114.6203339,35.1169128,,,
,274,175093518,,,,,,,-114.595123,35.0454988,,,
,275,175093521,,,,,,,-114.5951298,35.0443346,,,
,276,175093552,,,,,,,-114.5496133,35.1086015,,,
,277,175093554,,,,,,,-114.5496213,35.105359,,,
,278,1992613156,,,,,,,-114.5674948,35.1466354,,,
,279,175094235,,,,,,,-114.5024069,35.1795851,,,
,280,175094240,,,,,,,-114.5000103,35.1799786,,,
,281,175094396,,,,,,,-114.5449764,35.1718778,,,
,282,175094398,,,,,,,-114.5446849,35.1712651,,,
,283,175094426,,,,,,,-114.6039948,35.1126612,,,
,284,175094434,,,,,,,-114.6056326,35.1133765,,,
,285,175094458,,,,,,,-114.6064114,35.1129317,,,
,286,175094460,,,,,,,-114.6050726,35.1137009,,,
,287,175094466,,,,,,,-114.6039891,35.1140239,,,
,288,175094593,,,,,,,-114.6023222,35.117557,,,
,289,175094596,,,,,,,-114.6039746,35.1175449,,,
,290,175094599,,,,,,,-114.6048151,35.1175264,,,
,291,175094601,,,,,,,-114.6057189,35.1175501,,,
,292,175094603,,,,,,,-114.6065786,35.1175494,,,
,293,175094605,,,,,,,-114.607514,35.1175433,,,
,294,175094609,,,,,,,-114.6084879,35.1175461,,,
,295,175094660,,,,,,,-114.6383164,35.1034039,,,
,296,175094671,,,,,,,-114.635439,35.1058713,,,
,297,175094674,,,,,,,-114.6346462,35.1058185,,,
,298,175094683,,,,,,,-114.6335018,35.1058294,,,
,299,175094686,,,,,,,-114.6327382,35.105899,,,
,300,175095271,,,,,,,-114.608494,35.1170825,,,
,301,175095280,,,,,,,-114.6092051,35.1184569,,,
,302,175095287,,,,,,,-114.5740203,35.0454038,,,
,303,175095289,turning_circle,,,,,,-114.5740475,35.0447085,,,
,304,1464400472,traffic_signals,,signal,,,,-114.568668,35.1459093,,,
,305,175095665,,,,,,,-114.5697004,35.1460046,,,
,306,1464400496,,,,,,,-114.5706226,35.1461348,,,
,307,1464400487,,,,,,,-114.5715185,35.1462269,,,
,308,175095787,,,,,,,-114.6084858,35.1005659,,,
,309,175095789,,,,,,,-114.6085102,35.1079414,,,
,310,175095791,,,,,,,-114.6084883,35.1088316,,,
,311,175095793,,,,,,,-114.6084887,35.1096112,,,
,312,175095796,,,,,,,-114.6084834,35.1104051,,,
,313,175095798,,,,,,,-114.6084947,35.1111833,,,
,314,175095800,,,,,,,-114.6086227,35.1118331,,,
,315,175095982,,,,,,,-114.630562,35.0954271,,,
,316,175095984,,,,,,,-114.631489,35.0954756,,,
,317,175095989,,,,,,,-114.632545,35.0955254,,,
,318,175095992,,,,,,,-114.6336921,35.0955637,,,
,319,175096002,turning_circle,,,,,,-114.6315546,35.0951815,,,
,320,175096677,,,,,,,-114.6176857,35.1073027,,,
,321,175096682,,,,,,,-114.6190056,35.1072714,,,
,322,175096685,,,,,,,-114.6197798,35.1072729,,,
,323,175096688,,,,,,,-114.6205654,35.1072734,,,
,324,175096693,,,,,,,-114.6211722,35.1072863,,,
,325,175096704,,,,,,,-114.6169724,35.1073105,,,
,326,175096714,,,,,,,-114.6335334,35.107319,,,
,327,175096716,,,,,,,-114.6327615,35.1073129,,,
,328,175096718,,,,,,,-114.6320525,35.107318,,,
,329,175096724,,,,,,,-114.6264868,35.1073498,,,
,330,175096730,,,,,,,-114.6271548,35.1073281,,,
,331,175096733,,,,,,,-114.627768,35.1072899,,,
,332,175096735,,,,,,,-114.6285069,35.107298,,,
,333,175096738,,,,,,,-114.6291777,35.1072909,,,
,334,175096741,,,,,,,-114.6297893,35.1072972,,,
,335,175096744,turning_circle,,,,,,-114.630191,35.1072694,,,
,336,9363360250,,,,,,,-114.5716754,35.1074719,,,
,337,175096902,,,,,,,-114.5699241,35.1074129,,,
,338,175097439,,,,,,,-114.5980546,35.0464736,,,
,339,175097442,,,,,,,-114.5975368,35.0464729,,,
,340,175097445,,,,,,,-114.5963384,35.046466,,,
,341,175097450,,,,,,,-114.5952959,35.0464542,,,
,342,175097451,,,,,,,-114.5922442,35.0464558,,,
,343,175097456,,,,,,,-114.5912498,35.0464564,,,
,344,175097461,,,,,,,-114.5901169,35.046225,,,
,345,175097532,,,,,,,-114.5959824,35.108729,,,
,346,175097533,turning_circle,,,,,,-114.5957037,35.1084796,,,
,347,175097636,,,,,,,-114.6120325,35.0884901,,,
,348,175097645,,,,,,,-114.6110025,35.087916,,,
,349,175097677,,,,,,,-114.5676553,35.062006,,,
,350,175097678,,,,,,,-114.5676059,35.059964,,,
,351,175097682,,,,,,,-114.5675996,35.059286,,,
,352,175097689,,,,,,,-114.621648,35.101464,,,
,353,175097693,,,,,,,-114.6180506,35.1039936,,,
,354,175097702,,,,,,,-114.6128488,35.1058274,,,
,355,175098401,,,,,,,-114.5867702,35.1142204,,,
,356,175080679,,,,,,,-114.5892392,35.1173123,,,
,357,175098418,,,,,,,-114.5886175,35.1187731,,,
,358,175098527,turning_circle,,,,,,-114.5996309,35.1127803,,,
,359,175098580,,,,,,,-114.5881559,35.0717518,,,
,360,175098582,,,,,,,-114.5889532,35.0717291,,,
,361,175098712,turning_circle,,,,,,-114.561375,35.1063531,,,
,362,175098714,,,,,,,-114.5627961,35.1064861,,,
,363,175098718,,,,,,,-114.6366451,35.0989523,,,
,364,175098720,turning_circle,,,,,,-114.6365361,35.0993373,,,
,365,175098738,,,,,,,-114.6393161,35.1020954,,,
,366,175098746,,,,,,,-114.638448,35.1007536,,,
,367,175099213,,,,,,,-114.6185204,35.0981537,,,
,368,175099216,,,,,,,-114.618279,35.0993431,,,
,369,175099220,,,,,,,-114.6181503,35.0999444,,,
,370,175099223,,,,,,,-114.6181109,35.1005729,,,
,371,6992549155,,,,,,,-114.6180974,35.1006644,,,
,372,175099233,,,,,,,-114.623815,35.0934576,,,
,373,175099236,,,,,,,-114.6232841,35.0952634,,,
,374,175099238,,,,,,,-114.6231253,35.0958206,,,
,375,175099241,,,,,,,-114.622787,35.096497,,,
,376,175099245,,,,,,,-114.6209994,35.0974403,,,
,377,175099249,,,,,,,-114.6202635,35.0976268,,,
,378,175099637,,,,,,,-114.6040143,35.1079316,,,
,379,175099640,,,,,,,-114.6040105,35.1088596,,,
,380,175099642,,,,,,,-114.6040074,35.1096113,,,
,381,175099645,,,,,,,-114.6040042,35.1103833,,,
,382,175099647,,,,,,,-114.6040009,35.1111787,,,
,383,175099648,,,,,,,-114.6039975,35.1119954,,,
,384,175099649,,,,,,,-114.6039843,35.1152107,,,
,385,175099651,,,,,,,-114.6039807,35.116078,,,
,386,175099653,,,,,,,-114.6039667,35.1169046,,,
,387,175099656,,,,,,,-114.603967,35.1193911,,,
,388,175099659,,,,,,,-114.6039643,35.1200469,,,
,389,175100290,,,,,,,-114.5803513,35.0443493,,,
,390,175100303,,,,,,,-114.5756319,35.045371,,,
,391,175100305,,,,,,,-114.5750768,35.0454147,,,
,392,175100307,,,,,,,-114.5730151,35.0453991,,,
,393,2687513306,,,,,,,-114.5725319,35.0452687,,,
,394,175100309,,,,,,,-114.572083,35.0448702,,,
,395,175100315,,,,,,,-114.5715168,35.0446962,,,
,396,175100317,,,,,,,-114.5696675,35.0447087,,,
,397,175100319,,,,,,,-114.5687762,35.0447105,,,
,398,175100321,,,,,,,-114.5678516,35.0447155,,,
,399,2687513262,,,,,,,-114.5650341,35.0447252,,,
,400,175100324,turning_circle,,,,,,-114.5629678,35.0447324,,,
,401,175100514,turning_circle,,,,,,-114.5839172,35.1168429,,,
,402,175100518,,,,,,,-114.5847183,35.1175218,,,
,403,175100527,,,,,,,-114.5848007,35.118878,,,
,404,175102272,,,,,,,-114.6191679,35.1005663,,,
,405,6992549156,,,,,,,-114.6191676,35.1006628,,,
,406,175102277,,,,,,,-114.618913,35.1019535,,,
,407,175104045,,,,,,,-114.6286337,35.0990913,,,
,408,175104047,turning_circle,,,,,,-114.6286509,35.0998324,,,
,409,175104159,,,,,,,-114.5715195,35.0468242,,,
,410,175104161,,,,,,,-114.5704065,35.0468479,,,
,411,175104162,turning_circle,,,,,,-114.5696466,35.0469236,,,
,412,175104173,turning_circle,,,,,,-114.5703726,35.0465452,,,
,413,175104505,,,,,,,-114.5805212,35.084201,,,
,414,175104507,,,,,,,-114.5805208,35.086002,,,
,415,175104511,,,,,,,-114.5805364,35.0914539,,,
,416,175104515,,,,,,,-114.5805169,35.0932556,,,
,417,175104517,,,,,,,-114.5805256,35.0941683,,,
,418,175104522,,,,,,,-114.5805126,35.0950276,,,
,419,175104525,,,,,,,-114.5804907,35.0968369,,,
,420,175104905,,,,,,,-114.5881589,35.071385,,,
,421,175104907,,,,,,,-114.5881707,35.0720598,,,
,422,175104910,,,,,,,-114.5881911,35.0724181,,,
,423,175104967,,,,,,,-114.5890225,35.0739032,,,
,424,175104968,,,,,,,-114.5884095,35.0740866,,,
,425,175104970,,,,,,,-114.5874462,35.0741138,,,
,426,175104972,,,,,,,-114.5869665,35.0737579,,,
,427,175104977,,,,,,,-114.5866804,35.0734352,,,
,428,175104992,,,,,,,-114.571528,35.048456,,,
,429,175104995,,,,,,,-114.5715211,35.047694,,,
,430,175104998,,,,,,,-114.5715239,35.0462114,,,
,431,175105000,,,,,,,-114.5715155,35.0456856,,,
,432,175105002,,,,,,,-114.5715271,35.0442867,,,
,433,175105330,,,,,,,-114.6345962,35.0955084,,,
,434,175105332,,,,,,,-114.6349993,35.0954466,,,
,435,175105335,,,,,,,-114.6354827,35.095498,,,
,436,175105339,,,,,,,-114.6378941,35.0963957,,,
,437,175105345,,,,,,,-114.6398351,35.0977495,,,
,438,175105350,,,,,,,-114.6402917,35.0985112,,,
,439,175105359,,,,,,,-114.6345766,35.0952281,,,
,440,175105368,,,,,,,-114.633798,35.0949244,,,
,441,175105371,,,,,,,-114.6326841,35.0945792,,,
,442,175105418,,,,,,,-114.6284129,35.1116673,,,
,443,175105421,,,,,,,-114.6275773,35.1116702,,,
,444,175105423,,,,,,,-114.6267117,35.1116784,,,
,445,175105426,,,,,,,-114.625799,35.111647,,,
,446,175105429,,,,,,,-114.6251257,35.1121598,,,
,447,175105442,,,,,,,-114.6243488,35.1124429,,,
,448,175105446,,,,,,,-114.6235819,35.1127186,,,
,449,175105448,,,,,,,-114.6219898,35.1130388,,,
,450,175105451,,,,,,,-114.6174719,35.1130222,,,
,451,175105455,,,,,,,-114.6129702,35.1130654,,,
,452,175105458,,,,,,,-114.6120726,35.1130487,,,
,453,175105460,,,,,,,-114.6112401,35.1130614,,,
,454,175105465,,,,,,,-114.6097847,35.1130776,,,
,455,175105471,,,,,,,-114.6085603,35.1136859,,,
,456,175105474,,,,,,,-114.6080281,35.1139584,,,
,457,175105482,,,,,,,-114.6066008,35.1152142,,,
,458,175105496,,,,,,,-114.6305692,35.1119408,,,
,459,175105500,turning_circle,,,,,,-114.6338996,35.1119791,,,
,460,175105766,,,,,,,-114.534695,35.1848649,,,
,461,175105776,,,,,,,-114.5313681,35.1869439,,,
,462,175105779,,,,,,,-114.5308134,35.1876576,,,
,463,175105782,,,,,,,-114.530547,35.1883928,,,
,464,175105785,,,,,,,-114.5305201,35.1891662,,,
,465,175105807,,,,,,,-114.6142819,35.0987301,,,
,466,175105815,,,,,,,-114.6137157,35.0999693,,,
,467,175105821,,,,,,,-114.6136896,35.1006114,,,
,468,175106709,,,,,,,-114.6121146,35.1197087,,,
,469,175106716,,,,,,,-114.6119489,35.1201492,,,
,470,175106717,,,,,,,-114.61213,35.117057,,,
,471,175106719,,,,,,,-114.612075,35.117675,,,
,472,175106721,,,,,,,-114.6121095,35.1193271,,,
,473,1464400459,,,,,,,-114.5673558,35.142296,,,
,474,1464400505,,,,,,,-114.5682034,35.14229,,,
,475,3222855003,,,,,,,-114.5686089,35.1422971,,,
,476,175107106,,,,,,,-114.6084851,35.1163987,,,
,477,175107108,,,,,,,-114.6109204,35.1164226,,,
,478,889540661,,,,,,,-114.6130114,35.1164013,,,
,479,175107543,,,,,,,-114.5838204,35.084175,,,
,480,175107549,,,,,,,-114.5838257,35.0859972,,,
,481,175107853,,,,,,,-114.5397635,35.1819901,,,
,482,175107855,,,,,,,-114.5397431,35.1811271,,,
,483,175107858,,,,,,,-114.5397262,35.1802008,,,
,484,175107860,,,,,,,-114.5391497,35.1793812,,,
,485,175111241,,,,,,,-114.58899,35.0734218,,,
,486,175111244,,,,,,,-114.5891898,35.0734158,,,
,487,175111622,,,,,,,-114.5935391,35.0695797,,,
,488,9348134756,,,,,,,-114.5935809,35.0751058,,,
,489,175111637,,,,,,,-114.5167441,35.1713146,,,
,490,175111649,,,,,,,-114.515907,35.173954,,,
,491,175022375,,,,,,,-114.5103693,35.1745062,,,
,492,175111658,,,,,,,-114.580672,35.0941694,,,
,493,175112019,,,,,,,-114.628625,35.1013112,,,
,494,175112022,,,,,,,-114.6279803,35.1029285,,,
,495,175112169,,,,,,,-114.6213827,35.1040606,,,
,496,175112175,,,,,,,-114.6215553,35.1052008,,,
,497,175112338,,,,,,,-114.5931612,35.0932543,,,
,498,175112342,,,,,,,-114.5930895,35.0950863,,,
,499,175112418,,,,,,,-114.6338295,35.1013208,,,
,500,175112421,,,,,,,-114.6336813,35.1027959,,,
,501,175112439,,,,,,,-114.6323261,35.1052016,,,
,502,175112488,turning_circle,,,,,,-114.5645375,35.1064874,,,
,503,175112495,,,,,,,-114.5940995,35.0427855,,,
,504,175112500,,,,,,,-114.5975982,35.0427947,,,
,505,175112714,,,,,,,-114.5629577,35.1505875,,,
,506,175112716,,,,,,,-114.5629528,35.1514503,,,
,507,175112720,,,,,,,-114.5629371,35.1528759,,,
,508,1464400492,,,,,,,-114.5718241,35.1443917,,,
,509,1464400493,,,,,,,-114.5712301,35.1480433,,,
,510,175112792,turning_circle,,,,,,-114.5473939,35.1812467,,,
,511,175112801,,,,,,,-114.5468134,35.1805135,,,
,512,175112808,turning_circle,,,,,,-114.546587,35.1799588,,,
,513,175113009,,,,,,,-114.5618778,35.0809261,,,
,514,175113023,,,,,,,-114.5616326,35.0815922,,,
,515,175113033,,,,,,,-114.561107,35.0822906,,,
,516,175113036,,,,,,,-114.5602121,35.0829341,,,
,517,175113042,turning_circle,,,,,,-114.5593545,35.0832763,,,
,518,175113241,,,,,,,-114.6048644,35.0838383,,,
,519,175113243,,,,,,,-114.6042414,35.0843601,,,
,520,175113247,,,,,,,-114.603611,35.0848686,,,
,521,175113265,turning_circle,,,,,,-114.6037065,35.0858016,,,
,522,175113272,,,,,,,-114.5894997,35.0769279,,,
